year,month,period,region,fuel_switched_from,hp_type,total_installs,cleanbc_rebate_installs,utility_rebate_installs,self_funded_installs,market_rate_installs,low_mid_income_installs,est_ghg_avoided_tco2e_yr,est_annual_energy_savings_cad,cumulative_stock_province,bc_total_households,penetration_pct
2019,2,2019-02,Vancouver Island,propane,water_heater,2,0,0,2,1,1,6.4,2360,145023,1850000,7.84
2019,2,2019-02,Vancouver Island,electric_baseboard,mini_split,41,2,9,30,33,8,16.4,12710,145023,1850000,7.84
2019,2,2019-02,Vancouver Island,electric_baseboard,central_ducted,31,1,6,24,25,6,12.4,9610,145023,1850000,7.84
2019,2,2019-02,Vancouver Island,electric_baseboard,ground_source,3,0,0,3,2,1,1.2,930,145023,1850000,7.84
2019,2,2019-02,Vancouver Island,electric_baseboard,water_heater,8,0,1,7,6,2,3.2,2480,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,natural_gas,mini_split,54,2,11,41,43,11,113.4,52920,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,natural_gas,central_ducted,41,2,9,30,33,8,86.1,40180,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,natural_gas,ground_source,4,0,0,4,3,1,8.4,3920,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,natural_gas,water_heater,11,0,2,9,8,3,23.1,10780,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,oil,mini_split,9,0,1,8,7,2,41.4,12780,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,oil,central_ducted,7,0,1,6,5,2,32.2,9940,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,oil,water_heater,2,0,0,2,1,1,9.2,2840,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,propane,mini_split,7,0,1,6,5,2,22.4,8260,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,propane,central_ducted,5,0,1,4,4,1,16.0,5900,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,propane,water_heater,1,0,0,1,0,1,3.2,1180,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,electric_baseboard,mini_split,31,1,6,24,25,6,12.4,9610,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,electric_baseboard,central_ducted,23,1,5,17,18,5,9.2,7130,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,145023,1850000,7.84
2019,2,2019-02,Thompson-Okanagan,electric_baseboard,water_heater,6,0,1,5,4,2,2.4,1860,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,natural_gas,mini_split,48,2,10,36,38,10,100.8,47040,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,natural_gas,central_ducted,36,1,7,28,29,7,75.6,35280,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,natural_gas,ground_source,3,0,0,3,2,1,6.3,2940,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,natural_gas,water_heater,9,0,1,8,7,2,18.9,8820,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,oil,mini_split,8,0,1,7,6,2,36.8,11360,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,oil,central_ducted,6,0,1,5,4,2,27.6,8520,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,oil,water_heater,1,0,0,1,0,1,4.6,1420,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,propane,mini_split,6,0,1,5,4,2,19.2,7080,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,propane,central_ducted,5,0,1,4,4,1,16.0,5900,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,propane,water_heater,1,0,0,1,0,1,3.2,1180,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,electric_baseboard,mini_split,23,1,5,17,18,5,9.2,7130,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,electric_baseboard,central_ducted,17,0,3,14,13,4,6.8,5270,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,145023,1850000,7.84
2019,2,2019-02,Fraser Valley,electric_baseboard,water_heater,4,0,0,4,3,1,1.6,1240,145023,1850000,7.84
2019,2,2019-02,Northern BC,natural_gas,mini_split,12,0,2,10,9,3,25.2,11760,145023,1850000,7.84
2019,2,2019-02,Northern BC,natural_gas,central_ducted,9,0,1,8,7,2,18.9,8820,145023,1850000,7.84
2019,2,2019-02,Northern BC,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,145023,1850000,7.84
2019,2,2019-02,Northern BC,natural_gas,water_heater,2,0,0,2,1,1,4.2,1960,145023,1850000,7.84
2019,2,2019-02,Northern BC,oil,mini_split,8,0,1,7,6,2,36.8,11360,145023,1850000,7.84
2019,2,2019-02,Northern BC,oil,central_ducted,6,0,1,5,4,2,27.6,8520,145023,1850000,7.84
2019,2,2019-02,Northern BC,oil,water_heater,1,0,0,1,0,1,4.6,1420,145023,1850000,7.84
2019,2,2019-02,Northern BC,propane,mini_split,10,0,2,8,8,2,32.0,11800,145023,1850000,7.84
2019,2,2019-02,Northern BC,propane,central_ducted,8,0,1,7,6,2,25.6,9440,145023,1850000,7.84
2019,2,2019-02,Northern BC,propane,water_heater,2,0,0,2,1,1,6.4,2360,145023,1850000,7.84
2019,2,2019-02,Northern BC,electric_baseboard,mini_split,11,0,2,9,8,3,4.4,3410,145023,1850000,7.84
2019,2,2019-02,Northern BC,electric_baseboard,central_ducted,8,0,1,7,6,2,3.2,2480,145023,1850000,7.84
2019,2,2019-02,Northern BC,electric_baseboard,water_heater,2,0,0,2,1,1,0.8,620,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,natural_gas,mini_split,16,0,3,13,12,4,33.6,15680,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,natural_gas,central_ducted,12,0,2,10,9,3,25.2,11760,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,natural_gas,water_heater,3,0,0,3,2,1,6.3,2940,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,oil,mini_split,2,0,0,2,1,1,9.2,2840,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,oil,central_ducted,2,0,0,2,1,1,9.2,2840,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,propane,mini_split,1,0,0,1,0,1,3.2,1180,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,propane,central_ducted,1,0,0,1,0,1,3.2,1180,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,electric_baseboard,mini_split,7,0,1,6,5,2,2.8,2170,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,electric_baseboard,central_ducted,5,0,1,4,4,1,2.0,1550,145023,1850000,7.84
2019,2,2019-02,Kootenay-Boundary,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,145023,1850000,7.84
2019,2,2019-02,Cariboo,natural_gas,mini_split,7,0,1,6,5,2,14.7,6860,145023,1850000,7.84
2019,2,2019-02,Cariboo,natural_gas,central_ducted,5,0,1,4,4,1,10.5,4900,145023,1850000,7.84
2019,2,2019-02,Cariboo,natural_gas,water_heater,1,0,0,1,0,1,2.1,980,145023,1850000,7.84
2019,2,2019-02,Cariboo,electric_baseboard,mini_split,3,0,0,3,2,1,1.2,930,145023,1850000,7.84
2019,2,2019-02,Cariboo,electric_baseboard,central_ducted,2,0,0,2,1,1,0.8,620,145023,1850000,7.84
2019,3,2019-03,Lower Mainland,natural_gas,mini_split,242,12,53,177,196,46,508.2,237160,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,natural_gas,central_ducted,183,9,40,134,148,35,384.3,179340,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,natural_gas,ground_source,19,0,4,15,15,4,39.9,18620,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,natural_gas,water_heater,49,2,10,37,39,10,102.9,48020,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,oil,mini_split,54,2,11,41,43,11,248.4,76680,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,oil,central_ducted,41,2,9,30,33,8,188.6,58220,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,oil,ground_source,4,0,0,4,3,1,18.4,5680,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,oil,water_heater,11,0,2,9,8,3,50.6,15620,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,propane,mini_split,35,1,7,27,28,7,112.0,41300,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,propane,central_ducted,27,1,5,21,21,6,86.4,31860,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,propane,ground_source,2,0,0,2,1,1,6.4,2360,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,propane,water_heater,7,0,1,6,5,2,22.4,8260,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,electric_baseboard,mini_split,136,6,29,101,110,26,54.4,42160,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,electric_baseboard,central_ducted,102,5,22,75,82,20,40.8,31620,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,electric_baseboard,ground_source,11,0,2,9,8,3,4.4,3410,147145,1850000,7.95
2019,3,2019-03,Lower Mainland,electric_baseboard,water_heater,27,1,5,21,21,6,10.8,8370,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,natural_gas,mini_split,89,4,19,66,72,17,186.9,87220,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,natural_gas,central_ducted,67,3,14,50,54,13,140.7,65660,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,natural_gas,ground_source,7,0,1,6,5,2,14.7,6860,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,natural_gas,water_heater,18,0,3,15,14,4,37.8,17640,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,oil,mini_split,20,1,4,15,16,4,92.0,28400,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,oil,central_ducted,15,0,3,12,12,3,69.0,21300,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,oil,ground_source,1,0,0,1,0,1,4.6,1420,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,oil,water_heater,4,0,0,4,3,1,18.4,5680,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,propane,mini_split,13,0,2,11,10,3,41.6,15340,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,propane,central_ducted,9,0,1,8,7,2,28.8,10620,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,propane,ground_source,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,propane,water_heater,2,0,0,2,1,1,6.4,2360,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,electric_baseboard,mini_split,51,2,11,38,41,10,20.4,15810,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,electric_baseboard,central_ducted,39,1,8,30,31,8,15.6,12090,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,electric_baseboard,ground_source,4,0,0,4,3,1,1.6,1240,147145,1850000,7.95
2019,3,2019-03,Vancouver Island,electric_baseboard,water_heater,10,0,2,8,8,2,4.0,3100,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,natural_gas,mini_split,71,3,15,53,57,14,149.1,69580,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,natural_gas,central_ducted,54,2,11,41,43,11,113.4,52920,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,natural_gas,ground_source,5,0,1,4,4,1,10.5,4900,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,natural_gas,water_heater,14,0,3,11,11,3,29.4,13720,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,oil,mini_split,14,0,3,11,11,3,64.4,19880,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,oil,central_ducted,10,0,2,8,8,2,46.0,14200,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,oil,ground_source,1,0,0,1,0,1,4.6,1420,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,oil,water_heater,2,0,0,2,1,1,9.2,2840,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,propane,mini_split,9,0,1,8,7,2,28.8,10620,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,propane,central_ducted,7,0,1,6,5,2,22.4,8260,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,propane,water_heater,2,0,0,2,1,1,6.4,2360,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,electric_baseboard,mini_split,40,2,8,30,32,8,16.0,12400,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,electric_baseboard,central_ducted,30,1,6,23,24,6,12.0,9300,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,electric_baseboard,ground_source,3,0,0,3,2,1,1.2,930,147145,1850000,7.95
2019,3,2019-03,Thompson-Okanagan,electric_baseboard,water_heater,8,0,1,7,6,2,3.2,2480,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,natural_gas,mini_split,58,2,12,44,46,12,121.8,56840,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,natural_gas,central_ducted,44,2,9,33,35,9,92.4,43120,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,natural_gas,ground_source,4,0,0,4,3,1,8.4,3920,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,natural_gas,water_heater,11,0,2,9,8,3,23.1,10780,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,oil,mini_split,12,0,2,10,9,3,55.2,17040,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,oil,central_ducted,9,0,1,8,7,2,41.4,12780,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,oil,ground_source,1,0,0,1,0,1,4.6,1420,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,oil,water_heater,2,0,0,2,1,1,9.2,2840,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,propane,mini_split,9,0,1,8,7,2,28.8,10620,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,propane,central_ducted,7,0,1,6,5,2,22.4,8260,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,propane,water_heater,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,electric_baseboard,mini_split,32,1,7,24,25,7,12.8,9920,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,electric_baseboard,central_ducted,24,1,5,18,19,5,9.6,7440,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,147145,1850000,7.95
2019,3,2019-03,Fraser Valley,electric_baseboard,water_heater,6,0,1,5,4,2,2.4,1860,147145,1850000,7.95
2019,3,2019-03,Northern BC,natural_gas,mini_split,20,1,4,15,16,4,42.0,19600,147145,1850000,7.95
2019,3,2019-03,Northern BC,natural_gas,central_ducted,15,0,3,12,12,3,31.5,14700,147145,1850000,7.95
2019,3,2019-03,Northern BC,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,147145,1850000,7.95
2019,3,2019-03,Northern BC,natural_gas,water_heater,4,0,0,4,3,1,8.4,3920,147145,1850000,7.95
2019,3,2019-03,Northern BC,oil,mini_split,11,0,2,9,8,3,50.6,15620,147145,1850000,7.95
2019,3,2019-03,Northern BC,oil,central_ducted,8,0,1,7,6,2,36.8,11360,147145,1850000,7.95
2019,3,2019-03,Northern BC,oil,water_heater,2,0,0,2,1,1,9.2,2840,147145,1850000,7.95
2019,3,2019-03,Northern BC,propane,mini_split,13,0,2,11,10,3,41.6,15340,147145,1850000,7.95
2019,3,2019-03,Northern BC,propane,central_ducted,10,0,2,8,8,2,32.0,11800,147145,1850000,7.95
2019,3,2019-03,Northern BC,propane,ground_source,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Northern BC,propane,water_heater,2,0,0,2,1,1,6.4,2360,147145,1850000,7.95
2019,3,2019-03,Northern BC,electric_baseboard,mini_split,16,0,3,13,12,4,6.4,4960,147145,1850000,7.95
2019,3,2019-03,Northern BC,electric_baseboard,central_ducted,12,0,2,10,9,3,4.8,3720,147145,1850000,7.95
2019,3,2019-03,Northern BC,electric_baseboard,ground_source,1,0,0,1,0,1,0.4,310,147145,1850000,7.95
2019,3,2019-03,Northern BC,electric_baseboard,water_heater,3,0,0,3,2,1,1.2,930,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,natural_gas,mini_split,21,1,4,16,17,4,44.1,20580,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,natural_gas,central_ducted,15,0,3,12,12,3,31.5,14700,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,natural_gas,water_heater,4,0,0,4,3,1,8.4,3920,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,oil,mini_split,3,0,0,3,2,1,13.8,4260,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,oil,central_ducted,2,0,0,2,1,1,9.2,2840,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,propane,mini_split,2,0,0,2,1,1,6.4,2360,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,propane,central_ducted,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,electric_baseboard,mini_split,10,0,2,8,8,2,4.0,3100,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,electric_baseboard,central_ducted,8,0,1,7,6,2,3.2,2480,147145,1850000,7.95
2019,3,2019-03,Kootenay-Boundary,electric_baseboard,water_heater,2,0,0,2,1,1,0.8,620,147145,1850000,7.95
2019,3,2019-03,Cariboo,natural_gas,mini_split,10,0,2,8,8,2,21.0,9800,147145,1850000,7.95
2019,3,2019-03,Cariboo,natural_gas,central_ducted,7,0,1,6,5,2,14.7,6860,147145,1850000,7.95
2019,3,2019-03,Cariboo,natural_gas,water_heater,2,0,0,2,1,1,4.2,1960,147145,1850000,7.95
2019,3,2019-03,Cariboo,oil,mini_split,1,0,0,1,0,1,4.6,1420,147145,1850000,7.95
2019,3,2019-03,Cariboo,oil,central_ducted,1,0,0,1,0,1,4.6,1420,147145,1850000,7.95
2019,3,2019-03,Cariboo,propane,mini_split,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Cariboo,propane,central_ducted,1,0,0,1,0,1,3.2,1180,147145,1850000,7.95
2019,3,2019-03,Cariboo,electric_baseboard,mini_split,5,0,1,4,4,1,2.0,1550,147145,1850000,7.95
2019,3,2019-03,Cariboo,electric_baseboard,central_ducted,4,0,0,4,3,1,1.6,1240,147145,1850000,7.95
2019,3,2019-03,Cariboo,electric_baseboard,water_heater,1,0,0,1,0,1,0.4,310,147145,1850000,7.95
2019,4,2019-04,Lower Mainland,natural_gas,mini_split,318,15,69,234,257,61,667.8,311640,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,natural_gas,central_ducted,240,12,52,176,194,46,504.0,235200,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,natural_gas,ground_source,26,1,5,20,21,5,54.6,25480,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,natural_gas,water_heater,65,3,14,48,52,13,136.5,63700,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,oil,mini_split,64,3,14,47,51,13,294.4,90880,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,oil,central_ducted,48,2,10,36,38,10,220.8,68160,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,oil,ground_source,5,0,1,4,4,1,23.0,7100,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,oil,water_heater,13,0,2,11,10,3,59.8,18460,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,propane,mini_split,50,2,11,37,40,10,160.0,59000,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,propane,central_ducted,38,1,8,29,30,8,121.6,44840,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,propane,ground_source,4,0,0,4,3,1,12.8,4720,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,propane,water_heater,10,0,2,8,8,2,32.0,11800,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,electric_baseboard,mini_split,193,9,42,142,156,37,77.2,59830,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,electric_baseboard,central_ducted,146,7,32,107,118,28,58.4,45260,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,electric_baseboard,ground_source,15,0,3,12,12,3,6.0,4650,149784,1850000,8.1
2019,4,2019-04,Lower Mainland,electric_baseboard,water_heater,39,1,8,30,31,8,15.6,12090,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,natural_gas,mini_split,130,6,28,96,105,25,273.0,127400,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,natural_gas,central_ducted,98,4,21,73,79,19,205.8,96040,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,natural_gas,ground_source,10,0,2,8,8,2,21.0,9800,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,natural_gas,water_heater,26,1,5,20,21,5,54.6,25480,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,oil,mini_split,28,1,6,21,22,6,128.8,39760,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,oil,central_ducted,21,1,4,16,17,4,96.6,29820,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,oil,ground_source,2,0,0,2,1,1,9.2,2840,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,oil,water_heater,5,0,1,4,4,1,23.0,7100,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,propane,mini_split,18,0,3,15,14,4,57.6,21240,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,propane,central_ducted,13,0,2,11,10,3,41.6,15340,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,propane,ground_source,1,0,0,1,0,1,3.2,1180,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,propane,water_heater,3,0,0,3,2,1,9.6,3540,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,electric_baseboard,mini_split,73,3,16,54,59,14,29.2,22630,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,electric_baseboard,central_ducted,55,2,12,41,44,11,22.0,17050,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,electric_baseboard,ground_source,6,0,1,5,4,2,2.4,1860,149784,1850000,8.1
2019,4,2019-04,Vancouver Island,electric_baseboard,water_heater,15,0,3,12,12,3,6.0,4650,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,natural_gas,mini_split,82,4,18,60,66,16,172.2,80360,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,natural_gas,central_ducted,62,3,13,46,50,12,130.2,60760,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,natural_gas,ground_source,6,0,1,5,4,2,12.6,5880,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,natural_gas,water_heater,16,0,3,13,12,4,33.6,15680,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,oil,mini_split,20,1,4,15,16,4,92.0,28400,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,oil,central_ducted,15,0,3,12,12,3,69.0,21300,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,oil,ground_source,1,0,0,1,0,1,4.6,1420,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,oil,water_heater,4,0,0,4,3,1,18.4,5680,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,propane,mini_split,14,0,3,11,11,3,44.8,16520,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,propane,central_ducted,11,0,2,9,8,3,35.2,12980,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,propane,ground_source,1,0,0,1,0,1,3.2,1180,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,propane,water_heater,3,0,0,3,2,1,9.6,3540,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,electric_baseboard,mini_split,49,2,10,37,39,10,19.6,15190,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,electric_baseboard,central_ducted,37,1,8,28,29,8,14.8,11470,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,electric_baseboard,ground_source,4,0,0,4,3,1,1.6,1240,149784,1850000,8.1
2019,4,2019-04,Thompson-Okanagan,electric_baseboard,water_heater,10,0,2,8,8,2,4.0,3100,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,natural_gas,mini_split,70,3,15,52,56,14,147.0,68600,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,natural_gas,central_ducted,52,2,11,39,42,10,109.2,50960,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,natural_gas,ground_source,5,0,1,4,4,1,10.5,4900,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,natural_gas,water_heater,14,0,3,11,11,3,29.4,13720,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,oil,mini_split,13,0,2,11,10,3,59.8,18460,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,oil,central_ducted,10,0,2,8,8,2,46.0,14200,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,oil,ground_source,1,0,0,1,0,1,4.6,1420,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,oil,water_heater,2,0,0,2,1,1,9.2,2840,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,propane,mini_split,8,0,1,7,6,2,25.6,9440,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,propane,central_ducted,6,0,1,5,4,2,19.2,7080,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,propane,water_heater,1,0,0,1,0,1,3.2,1180,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,electric_baseboard,mini_split,32,1,7,24,25,7,12.8,9920,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,electric_baseboard,central_ducted,24,1,5,18,19,5,9.6,7440,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,electric_baseboard,ground_source,2,0,0,2,1,1,0.8,620,149784,1850000,8.1
2019,4,2019-04,Fraser Valley,electric_baseboard,water_heater,6,0,1,5,4,2,2.4,1860,149784,1850000,8.1
2019,4,2019-04,Northern BC,natural_gas,mini_split,21,1,4,16,17,4,44.1,20580,149784,1850000,8.1
2019,4,2019-04,Northern BC,natural_gas,central_ducted,15,0,3,12,12,3,31.5,14700,149784,1850000,8.1
2019,4,2019-04,Northern BC,natural_gas,ground_source,1,0,0,1,0,1,2.1,980,149784,1850000,8.1
2019,4,2019-04,Northern BC,natural_gas,water_heater,4,0,0,4,3,1,8.4,3920,149784,1850000,8.1
2019,4,2019-04,Northern BC,oil,mini_split,14,0,3,11,11,3,64.4,19880,149784,1850000,8.1
2019,4,2019-04,Northern BC,oil,central_ducted,10,0,2,8,8,2,46.0,14200,149784,1850000,8.1
2019,4,2019-04,Northern BC,oil,ground_source,1,0,0,1,0,1,4.6,1420,149784,1850000,8.1
2019,4,2019-04,Northern BC,oil,water_heater,2,0,0,2,1,1,9.2,2840,149784,1850000,8.1
2019,4,2019-04,Northern BC,propane,mini_split,19,0,4,15,15,4,60.8,22420,149784,1850000,8.1
2019,4,2019-04,Northern BC,propane,central_ducted,14,0,3,11,11,3,44.8,16520,149784,1850000,8.1
2019,4,2019-04,Northern BC,propane,ground_source,1,0,0,1,0,1,3.2,1180,149784,1850000,8.1
2019,4,2019-04,Northern BC,propane,water_heater,4,0,0,4,3,1,12.8,4720,149784,1850000,8.1
2019,4,2019-04,Northern BC,electric_baseboard,mini_split,22,1,4,17,17,5,8.8,6820,149784,1850000,8.1
